"qseqid","sseqid","log2FoldChange","lfcSE","padj","function.","external_gene_name"
"104423595","AT1G22400",-1.31886933058398,0.21760206494507,4.82819369061329e-08,"UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838846]","UGT85A1"
"104423630","AT3G28960",2.21439592406797,0.274783741243467,1.12172119916956e-13,"Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:822536]","AT3G28960"
"104423641","AT4G01710",-1.95354785469757,0.685616576249645,0.0226050569926246,"ARP2/3 complex 16 kDa subunit (p16-Arc) [Source:NCBI gene (formerly Entrezgene);Acc:828087]","CRK"
"104423733","AT1G66170",-1.88823699997353,0.713559652340529,0.037195876828002,"RING/FYVE/PHD zinc finger superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842932]","MMD1"
"104423745","AT3G50120",-1.74719844393788,0.683622925154986,0.0459264102614243,"transmembrane protein, putative (DUF247) [Source:NCBI gene (formerly Entrezgene);Acc:824174]","AT3G50120"
"104423825","AT5G43860",-4.84026453357048,1.48060626472544,0.00718004383889313,"chlorophyllase 2 [Source:NCBI gene (formerly Entrezgene);Acc:834408]","CLH2"
"104423826","AT3G62690",-1.3098511425268,0.505575440072744,0.042446434054733,"AtL5 [Source:NCBI gene (formerly Entrezgene);Acc:825443]","ATL5"
"104423843","AT2G29500",5.42227628302893,1.66869479803682,0.00760485314309562,"HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817499]","AT2G29500"
"104423869","AT1G07870",1.54205748804961,0.437736877029553,0.003299472006498,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837302]","AT1G07870"
"104423870","AT5G60100",1.45707530723006,0.268111229567878,1.3535217500327e-06,"pseudo-response regulator 3 [Source:NCBI gene (formerly Entrezgene);Acc:836132]","PRR3"
"104423891","AT3G14860",-1.22128294575897,0.30547668390507,0.000660881384999562,"NHL domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:820715]","AT3G14860"
"104423902","AT5G14780",2.88016967786721,0.354806240954383,7.25360144869767e-14,"formate dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:831330]","FDH"
"104423962","AT5G66320",-1.76449154538448,0.253016016599496,2.11852197453695e-10,"GATA transcription factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:836764]","GATA5"
"104423973","AT5G45480",-1.08063543845113,0.420551330150926,0.0444646453810917,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834584]","AT5G45480"
"104423977","AT4G36040",1.48170122859309,0.400202057906218,0.00185272471304549,"Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829760]","J11"
"104423994","AT1G76070",-1.64990536421411,0.545283145905246,0.0142552856219812,"","AT1G76070"
"104424019","AT4G25960",-3.3456866403656,1.23107242669303,0.0313393016109928,"P-glycoprotein 2 [Source:NCBI gene (formerly Entrezgene);Acc:828702]","ABCB2"
"104424021","AT5G45460",-1.71192459974617,0.505710737507271,0.00506600677404744,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:834582]","AT5G45460"
"104424071","AT1G05700",-2.21325890281482,0.362165873646232,3.64806965704729e-08,"Leucine-rich repeat transmembrane protein kinase protein [Source:NCBI gene (formerly Entrezgene);Acc:837077]","AT1G05700"
"104424076","AT1G51805",-1.30598207011424,0.303903017755118,0.000213913198631745,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:841607]","AT1G51805"
"104424129","AT1G54180",-1.40639412023512,0.259294507583046,1.42443863748036e-06,"BREVIS RADIX-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:841858]","BRX-LIKE3"
"104424178","AT1G12663",-3.75085081383849,0.854183140819218,0.00014702305358752,"thionin-like protein [Source:NCBI gene (formerly Entrezgene);Acc:5007688]","AT1G12663"
"104424205","AT4G19950",2.57877589896113,0.438307850112527,1.28089404190344e-07,"polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:827739]","AT4G19950"
"104424245","AT5G54150",1.30528462786148,0.447361680492617,0.0189998985639291,"","AT5G54150"
"104424274","AT5G16840",1.09242413929868,0.4053760513182,0.0331667864069164,"binding partner of acd11 1 [Source:NCBI gene (formerly Entrezgene);Acc:831547]","BPA1"
"104424275","AT5G16880",-3.95169146528723,1.5492743852437,0.0464249030993821,"Target of Myb protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:831551]","AT5G16880"
"104424302","AT5G05000",1.48673448079628,0.364959649267432,0.000503365756527886,"translocon at the outer envelope membrane of chloroplasts 34 [Source:NCBI gene (formerly Entrezgene);Acc:830382]","TOC34"
"104424306","AT1G28710",3.52119953685194,1.12442791900852,0.0106691897788638,"Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839771]","AT1G28710"
"104424307","AT4G33550",1.27431673491702,0.414316174201881,0.0124387490064414,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829494]","AT4G33550"
"104424317","AT5G07620",-1.07729260534326,0.337217998207509,0.00890168959260228,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830655]","AT5G07620"
"104424331","AT5G62250",-1.13367283656754,0.255417578043285,0.000121662192007826,"microtubule-associated protein 65-9 [Source:NCBI gene (formerly Entrezgene);Acc:836346]","MAP65-9"
"104424336","AT5G51550",-1.52608336349779,0.231481744573363,2.20028277699793e-09,"EXORDIUM like 3 [Source:NCBI gene (formerly Entrezgene);Acc:835229]","EXL3"
"104424339","AT4G12350",-1.04682774655241,0.289878523531098,0.0024922531431295,"myb domain protein 42 [Source:NCBI gene (formerly Entrezgene);Acc:826844]","MYB42"
"104424340","AT5G62360",-4.75857584049436,0.834941849847611,3.460583374297e-07,"Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836357]","AT5G62360"
"104424341","AT5G62360",-2.5362749437888,0.423643861926372,7.28387968652114e-08,"Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836357]","AT5G62360"
"104424343","AT4G12420",-1.32085904200548,0.292895787929577,9.07069649307572e-05,"Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826851]","SKU5"
"104424351","AT5G61480",-1.09171897300371,0.317767293384049,0.00433805369381139,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836269]","PXY"
"104424356","AT1G65680",-4.02346305743726,0.530888730246266,3.56763700140667e-12,"expansin B2 [Source:NCBI gene (formerly Entrezgene);Acc:842879]","EXPB2"
"104424358","AT5G61520",1.47190969887227,0.50947941446961,0.0204573605643035,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836273]","AT5G61520"
"104424363","AT5G51810",-1.65941924965918,0.345251933375378,2.56131265273489e-05,"gibberellin 20 oxidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:835256]","GA20OX2"
"104424381","AT4G25433",1.33563817554012,0.391864746845449,0.00471679760217426,"peptidoglycan-binding LysM domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:828647]","AT4G25433"
"104424392","AT5G52060",-1.17643320851047,0.265789331784407,0.000127905837277687,"BCL-2-associated athano 1 [Source:NCBI gene (formerly Entrezgene);Acc:835281]","BAG1"
"104424400","AT5G62040",8.86576378200534,1.01640244284414,6.38828348344596e-16,"PEBP (phosphatidylethanolamine-binding protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:836324]","BFT"
"104424401","AT5G62020",1.65553955469348,0.475550344888795,0.00375280407354137,"heat shock transcription factor B2A [Source:NCBI gene (formerly Entrezgene);Acc:836322]","HSFB2A"
"104424405","AT5G52220",-1.00446360020221,0.335662496420963,0.01557957931258,"chromosome transmission fidelity-like protein [Source:NCBI gene (formerly Entrezgene);Acc:835298]","AT5G52220"
"104424418","AT5G23860",-1.27518528268533,0.222618327639739,2.97247965567911e-07,"tubulin beta 8 [Source:NCBI gene (formerly Entrezgene);Acc:832451]","TUB8"
"104424419","AT5G52390",1.85407493004686,0.731307013542852,0.0480220859050473,"PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315]","AT5G52390"
"104424421","AT5G52390",2.54894366102938,0.992031817797018,0.0444702930253874,"PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315]","AT5G52390"
"104424422","AT5G52390",3.3543483221185,0.678026359183,1.37047189765688e-05,"PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315]","AT5G52390"
"104424423","AT5G52390",1.05823676364358,0.296971266862664,0.00290544800075302,"PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315]","AT5G52390"
"104424429","AT5G23910",-1.3573839284344,0.421418897369363,0.00825480558244644,"ATP binding microtubule motor family protein [Source:NCBI gene (formerly Entrezgene);Acc:832456]","AT5G23910"
"104424435","AT5G23940",-1.42524286510331,0.509014171677609,0.025600579805676,"HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:832459]","PEL3"
"104424437","AT5G23950",2.64181223521017,0.778592070344965,0.00495252747096749,"Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:832460]","AT5G23950"
"104424440","AT3G14190",-1.99566112661541,0.270375041446514,1.38448868557594e-11,"","AT3G14190"
"104424446","AT5G52640",1.26571893883432,0.345891101987737,0.00213284725103953,"heat shock-like protein [Source:NCBI gene (formerly Entrezgene);Acc:835341]","HSP90.1"
"104424459","AT5G24090",1.89215857553137,0.496352418705301,0.00127342312970544,"chitinase A [Source:NCBI gene (formerly Entrezgene);Acc:832474]","CHIA"
"104424460","AT5G52950",-1.52185841874256,0.591255573834272,0.0440153093225835,"LIM domain protein [Source:NCBI gene (formerly Entrezgene);Acc:835372]","AT5G52950"
"104424466","AT1G05440",-1.89957498816862,0.300463416851362,1.10451717675995e-08,"C-8 sterol isomerase [Source:NCBI gene (formerly Entrezgene);Acc:837045]","AT1G05440"
"104424467","AT4G27950",-1.32883538074139,0.438017382782801,0.0139500980967221,"cytokinin response factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:828908]","CRF4"
"104424490","AT3G49170",1.03050769823541,0.338394281894255,0.0134940386189569,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824078]","EMB2261"
"104424503","AT5G24240",-1.39387582498044,0.305700176934565,7.3554706696686e-05,"phosphatidylinositol 4-kinase gamma-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832491]","AT5G24240"
"104424512","AT4G00990",-1.50167551512253,0.359848369135106,0.000344708404564481,"Transcription factor jumonji (jmjC) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827933]","AT4G00990"
"104424514","AT5G24300",2.06565872146504,0.523096716656742,0.000788675761160893,"Glycogen/starch synthases, ADP-glucose type [Source:NCBI gene (formerly Entrezgene);Acc:832497]","SS1"
"104424517","AT5G24310",-1.22227034596179,0.214182331945017,3.32724223504896e-07,"ABL interactor-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:832498]","ABIL3"
"104424521","AT5G53050",1.12444279808994,0.227392558362129,1.38306162794158e-05,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835385]","AT5G53050"
"104424548","AT4G27670",3.71527201217706,0.41209179772234,5.81353624869854e-17,"heat shock protein 21 [Source:NCBI gene (formerly Entrezgene);Acc:828881]","HSP21"
"104424555","AT1G21240",-2.18107725058224,0.382942641626919,3.51892879010567e-07,"wall associated kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:838719]","WAK3"
"104424566","AT5G24530",2.96225906543267,0.659124817816548,9.68173645992736e-05,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832524]","DMR6"
"104424570","AT5G24580",-1.01702903609976,0.314259208784132,0.00789379838657557,"Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832529]","AT5G24580"
"104424572","AT1G18010",-1.75076387968795,0.482070498014451,0.00233487712585833,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838381]","AT1G18010"
"104424587","AT3G06035",-1.9418661244391,0.273031287947629,8.52274636385825e-11,"Glycoprotein membrane GPI-anchored [Source:NCBI gene (formerly Entrezgene);Acc:819776]","AT3G06035"
"104424612","AT1G09540",-1.38334694272009,0.359125715027529,0.00110721252696395,"myb domain protein 61 [Source:NCBI gene (formerly Entrezgene);Acc:837480]","MYB61"
"104424663","AT2G04850",-1.81136080612176,0.254982437107428,8.93806109658368e-11,"Auxin-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:815031]","AT2G04850"
"104424682","AT2G04780",-1.88165699342331,0.32561076659492,2.25059575192529e-07,"FASCICLIN-like arabinoogalactan 7 [Source:NCBI gene (formerly Entrezgene);Acc:815021]","FLA7"
"104424722","AT4G03965",-1.40444878444841,0.268718142082235,3.70180105517164e-06,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825707]","AT4G03965"
"104424749","AT4G15320",1.29331394025712,0.305175539363455,0.000269727704535798,"cellulose synthase-like B6 [Source:NCBI gene (formerly Entrezgene);Acc:827198]","CSLB06"
"104424753","AT1G05100",-1.54283931051427,0.271811019826911,3.91478256968476e-07,"mitogen-activated protein kinase kinase kinase 18 [Source:NCBI gene (formerly Entrezgene);Acc:839324]","MAPKKK18"
"104424757","AT5G38000",-1.21446647934511,0.17541661947348,2.93600489362338e-10,"Zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:833779]","AT5G38000"
"104424763","AT5G08080",5.78077827219667,0.962286287159916,6.50583391269857e-08,"syntaxin of plants 132 [Source:NCBI gene (formerly Entrezgene);Acc:830702]","SYP132"
"104424769","AT5G15180",-1.56022200928322,0.565539890448043,0.0283257713468257,"Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831370]","AT5G15180"
"104424780","AT1G03220",-1.97412509826402,0.430837250669846,6.7105578737134e-05,"Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:838517]","AT1G03220"
"104424814","AT1G05280",-1.26755754739609,0.347799807781415,0.00224128302141252,"ERV-F (C)1 provirus ancestral Env polyprotein, putative (DUF604) [Source:NCBI gene (formerly Entrezgene);Acc:837026]","AT1G05280"
"104424820","AT3G22104",-1.22806780863257,0.406483239492556,0.0144338503104632,"Phototropic-responsive NPH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:821773]","AT3G22104"
"104424821","AT3G25830",-3.57354640317839,1.39856491009403,0.0459934909091712,"terpene synthase-like sequence-1,8-cineole [Source:NCBI gene (formerly Entrezgene);Acc:822177]","TPS-CIN"
"104424822","AT4G16730",1.59061906059726,0.59095072077122,0.0334181055311656,"terpene synthase 02 [Source:NCBI gene (formerly Entrezgene);Acc:827376]","TPS02"
"104424824","AT4G03210",-1.70248041168266,0.299186659050264,3.61333740399472e-07,"xyloglucan endotransglucosylase/hydrolase 9 [Source:NCBI gene (formerly Entrezgene);Acc:828024]","XTH9"
"104424828","AT4G27310",-1.23369527832179,0.295969746638914,0.000351133323627398,"B-box type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:828839]","BBX28"
"104424835","AT4G05120",-1.3587850174318,0.216351523327443,1.39680552960714e-08,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825857]","FUR1"
"104424849","AT2G44480",-2.01659640830787,0.447562139142217,9.21243640774512e-05,"beta glucosidase 17 [Source:NCBI gene (formerly Entrezgene);Acc:819055]","BGLU17"
"104424856","AT4G05020",-1.36076043681807,0.272787523750985,1.13423790637701e-05,"NAD(P)H dehydrogenase B2 [Source:NCBI gene (formerly Entrezgene);Acc:825844]","NDB2"
"104424887","AT2G20880",2.94992361850883,0.844255038436791,0.00360890920654666,"Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816622]","ERF53"
"104424923","AT2G20680",-1.45923075018753,0.189357370801474,1.41738298567498e-12,"Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816596]","MAN2"
"104424929","AT4G28365",-3.97668008075025,0.593050375700931,1.11958781083937e-09,"early nodulin-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:828952]","ENODL3"
"104424930","AT4G23160",-1.71863473518839,0.656632936625857,0.0398436734605174,"cysteine-rich RECEPTOR-like kinase [Source:NCBI gene (formerly Entrezgene);Acc:828415]","CRK8"
"104424934","AT2G33810",-1.08876182460528,0.237764781244933,6.79188663450806e-05,"squamosa promoter binding protein-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:817948]","SPL3"
"104424951","AT4G28500",-1.07279556624029,0.191285888210922,5.60194321471785e-07,"NAC domain containing protein 73 [Source:NCBI gene (formerly Entrezgene);Acc:828968]","NAC073"
"104424952","AT5G44160",1.23436101921162,0.279384874206525,0.000132074970175521,"C2H2-like zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:834439]","NUC"
"104424959","AT3G23600",5.75049852744405,0.838332578305723,4.40323422447283e-10,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821939]","AT3G23600"
"104424972","AT4G35950",-1.7650429752763,0.351181339346171,9.60629222600517e-06,"RAC-like 6 [Source:NCBI gene (formerly Entrezgene);Acc:829750]","RAC6"
"104424992","AT2G42580",-1.10625203415016,0.250571515670863,0.000133618335831921,"tetratricopetide-repeat thioredoxin-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:818858]","TTL3"
"104425008","AT5G05340",6.53026355490381,2.34158521894826,0.0263408770985832,"Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830416]","PRX52"
"104425025","AT3G58730",1.05214314560001,0.175215790880158,6.58253684655522e-08,"vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD) [Source:NCBI gene (formerly Entrezgene);Acc:825042]","AT3G58730"
"104425031","AT1G78570",-1.81355567344484,0.33349790762324,1.33151815448343e-06,"rhamnose biosynthesis 1 [Source:NCBI gene (formerly Entrezgene);Acc:844193]","RHM1"
"104425047","AT1G29860",1.34492462777233,0.41056831247191,0.00705294862445542,"WRKY DNA-binding protein 71 [Source:NCBI gene (formerly Entrezgene);Acc:839864]","WRKY71"
"104425048","AT3G59110",-1.52779833842111,0.21670224829837,1.26971216778058e-10,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825080]","AT3G59110"
"104425050","AT5G50890",-2.01542273825753,0.353155270887197,3.32632871669465e-07,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835161]","AT5G50890"
"104425058","AT2G30870",-1.0466133067207,0.414934029622535,0.0493455588931926,"glutathione S-transferase PHI 10 [Source:NCBI gene (formerly Entrezgene);Acc:817637]","GSTF10"
"104425063","AT2G30860",2.20498592935791,0.567106428052597,0.000977879528943299,"glutathione S-transferase PHI 9 [Source:NCBI gene (formerly Entrezgene);Acc:817636]","GSTF9"
"104425065","AT2G30820",-1.46320411022703,0.177275522383281,2.57627666391744e-14,"aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit [Source:NCBI gene (formerly Entrezgene);Acc:817633]","AT2G30820"
"104425069","AT2G18660",1.14627902812781,0.357863756458363,0.00869299423330877,"plant natriuretic peptide A [Source:NCBI gene (formerly Entrezgene);Acc:816381]","PNP-A"
"104425083","AT3G53230",-1.0776778729556,0.267627732396161,0.000594491526503005,"ATPase, AAA-type, CDC48 protein [Source:NCBI gene (formerly Entrezgene);Acc:824489]","AtCDC48B"
"104425091","AT3G08860",-1.5340258464197,0.329173090326616,4.81229278987032e-05,"PYRIMIDINE 4 [Source:NCBI gene (formerly Entrezgene);Acc:820034]","PYD4"
"104425093","AT2G40435",-2.23028042773152,0.366013126019552,4.04447442595991e-08,"transcription factor SCREAM-like protein [Source:NCBI gene (formerly Entrezgene);Acc:818637]","AT2G40435"
"104425105","AT2G38510",-4.17032529874396,1.06003366384492,0.000833105976289677,"MATE efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:818433]","AT2G38510"
"104425130","AT3G08600",-1.0866782871128,0.342533921170036,0.00947175462728499,"transmembrane protein, putative (DUF1191) [Source:NCBI gene (formerly Entrezgene);Acc:820007]","AT3G08600"
"104425134","AT5G01990",1.23228070082669,0.240567268388807,6.08054043026827e-06,"Auxin efflux carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:830729]","AT5G01990"
"104425144","AT1G09780",4.47444933563439,0.316846734511186,6.55456086382297e-42,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent [Source:NCBI gene (formerly Entrezgene);Acc:837507]","iPGAM1"
"104425153","AT4G07400",-2.42495334464604,0.367493579124437,2.13263454440657e-09,"VIER F-box protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:826171]","VFB3"
"104425170","AT3G12750",2.68246887779846,0.483016537941773,7.42970845449726e-07,"zinc transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:820457]","ZIP1"
"104425178","AT5G65760",-1.85017493582623,0.526589097509662,0.00339653876334612,"Serine carboxypeptidase S28 family protein [Source:NCBI gene (formerly Entrezgene);Acc:836705]","AT5G65760"
"104425188","AT5G48310",-1.54875523362209,0.299788250781571,4.93964465182561e-06,"portal protein [Source:NCBI gene (formerly Entrezgene);Acc:834884]","AT5G48310"
"104425207","AT2G04350",1.12994410106709,0.218950193507129,5.06279749721379e-06,"AMP-dependent synthetase and ligase family protein [Source:NCBI gene (formerly Entrezgene);Acc:814974]","LACS8"
"104425225","AT4G28650",-1.4483541508691,0.338043748821336,0.000225174350325147,"Leucine-rich repeat transmembrane protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:828983]","AT4G28650"
"104425253","AT3G03980",-1.15892847341993,0.275787171009795,0.000309038287730915,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:819553]","AT3G03980"
"104425263","AT1G54385",-1.67418219951505,0.374712898509065,0.000107728672726484,"ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:841880]","AT1G54385"
"104425266","AT3G03960",1.13964050970461,0.253976923769394,9.95376119323614e-05,"TCP-1/cpn60 chaperonin family protein [Source:NCBI gene (formerly Entrezgene);Acc:819549]","AT3G03960"
"104425274","AT3G03860",-1.49192666248232,0.324968491038517,6.4734303935287e-05,"APR-like 5 [Source:NCBI gene (formerly Entrezgene);Acc:821101]","APRL5"
"104425275","AT3G21530",-1.2020712797893,0.247361512527419,2.01428773415889e-05,"DNAse I-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821707]","AT3G21530"
"104425285","AT5G17920",-1.16838653726236,0.237414677868621,1.53742530057275e-05,"Cobalamin-independent synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831660]","ATMS1"
"104425301","AT5G17840",1.06571260160711,0.241282566201607,0.00013266775851903,"DnaJ/Hsp40 cysteine-rich domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831652]","AT5G17840"
"104425302","AT3G03680",-1.58095029100585,0.404346416100673,0.000907555098846975,"C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:821190]","AT3G03680"
"104425327","AT1G08080",-1.16108072034063,0.192745033201938,5.94541422826253e-08,"alpha carbonic anhydrase 7 [Source:NCBI gene (formerly Entrezgene);Acc:837326]","ACA7"
"104425331","AT2G41510",7.29213832091982,1.51810204424218,2.58705098165738e-05,"cytokinin oxidase/dehydrogenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:818749]","CKX1"
"104425335","AT5G03960",-1.54969468754058,0.406411915313105,0.00126918250850286,"IQ-domain 12 [Source:NCBI gene (formerly Entrezgene);Acc:830275]","IQD12"
"104425340","AT4G25310",-2.33539680085569,0.464748122116703,9.64011526083731e-06,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:828634]","AT4G25310"
"104425360","AT2G41380",1.96837910908316,0.536022076833265,0.00204474770543892,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818736]","AT2G41380"
"104425361","AT2G41380",1.21144092227522,0.393559039875082,0.0123573789351257,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:818736]","AT2G41380"
"104425363","AT1G20510",5.60166688382418,1.62111900460974,0.00406910415089168,"OPC-8:0 CoA ligase1 [Source:NCBI gene (formerly Entrezgene);Acc:838639]","OPCL1"
"104425368","AT2G36580",-1.52532201183427,0.204146150442912,7.52060436914307e-12,"Pyruvate kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818231]","AT2G36580"
"104425388","AT2G29470",1.31744783985869,0.342472190419876,0.0011282840653345,"glutathione S-transferase tau 3 [Source:NCBI gene (formerly Entrezgene);Acc:817496]","GSTU3"
"104425389","AT5G12250",-2.04217004148114,0.265090345756769,1.43485455594782e-12,"beta-6 tubulin [Source:NCBI gene (formerly Entrezgene);Acc:831100]","TUB6"
"104425391","AT3G56480",-1.66348668737249,0.244681323347965,6.39761001739348e-10,"myosin heavy chain-like protein [Source:NCBI gene (formerly Entrezgene);Acc:824815]","AT3G56480"
"104425392","AT4G37490",-2.25033910931199,0.230874169623119,8.64429241426546e-20,"CYCLIN B1;1 [Source:NCBI gene (formerly Entrezgene);Acc:829904]","CYCB1;1"
"104425400","AT2G40850",-1.27917409027203,0.425338777286272,0.0149530375743305,"phosphoinositide 4-kinase gamma 1 [Source:NCBI gene (formerly Entrezgene);Acc:818683]","PI4K GAMMA 1"
"104425402","AT3G56590",-1.11022000911982,0.272114290835226,0.000492041785308514,"hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:824826]","AT3G56590"
"104425446","AT2G41820",-1.38679069956774,0.288252634784049,2.50867970943683e-05,"Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:818781]","AT2G41820"
"104425491","AT5G06760",6.32170826590411,0.987152586328665,6.84694402583203e-09,"Late Embryosis Abundant 4-5 [Source:NCBI gene (formerly Entrezgene);Acc:830565]","LEA4-5"
"104425496","AT3G53750",-1.85221462783794,0.301203563301735,2.95424197777525e-08,"actin 3 [Source:NCBI gene (formerly Entrezgene);Acc:824542]","ACT3"
"104425505","AT3G58060",-2.47613404871049,0.417699976239823,1.00486267400745e-07,"Cation efflux family protein [Source:NCBI gene (formerly Entrezgene);Acc:824975]","AT3G58060"
"104425510","AT4G09153",-1.7117580135137,0.51641276179626,0.0062664713108124,"low-molecular-weight cysteine-rich 36 [Source:NCBI gene (formerly Entrezgene);Acc:3770109]","LCR36"
"104425552","AT3G11900",1.64040233666947,0.393538720103551,0.000351133323627398,"aromatic and neutral transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:820363]","ANT1"
"104425555","AT3G52310",-1.09134945368191,0.236771917553152,5.99453644584685e-05,"",""
"104425583","AT4G20900",-1.79142711561153,0.358519164557911,1.09106247918093e-05,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827838]","MS5"
"104425593","AT5G11720",-1.54509943599976,0.280245528302991,9.09621565173309e-07,"Glycosyl hydrolases family 31 protein [Source:NCBI gene (formerly Entrezgene);Acc:831044]","AT5G11720"
