"qseqid","sseqid","pident","length","mismatch","evalue","bitscore","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"104414836","AT1G27170",32.791,369,242,1.93e-52,204,304.458914440237,-0.0145348711243216,0.236151490423313,-0.061548928182783,0.950922049182864,0.977028778904823
"104414837","AT1G27170",38.672,256,153,2.86e-46,137,81.299543658021,-0.235281040944863,0.343007647713499,-0.68593526270698,0.492753932410211,0.686965083251694
"104414839","AT1G27170",36.022,372,232,3.8e-52,202,186.183310186634,-0.125933200140095,0.250484299299147,-0.502758857511052,0.615133822992085,0.779544779674513
"104414842","AT1G05370",49.844,321,133,2.18e-76,260,394.170210189286,-3.19615981254608,0.323827957886603,-9.86993165570128,5.62028912247694e-23,2.64322197430091e-20
"104414843","AT5G06610",64.865,148,49,5.39e-64,200,0.580027055146381,0.484654466597957,3.48477153925849,0.139077830824194,0.889388646396484,NA
"104414844","AT2G32120",75.652,575,127,0,866,649.857904052362,2.66212135882786,0.35441306758853,7.51135215453894,5.85197362516722e-14,5.65517095051263e-12
"104414845","AT1G31690",59.901,202,75,3.01e-68,245,117.358125966712,2.14648808536375,0.899197143449929,2.38711621917344,0.0169811221608777,0.0663309801297821
"104414847","AT4G23160",35.8,419,248,3.03e-79,236,0.664567387207655,1.86823345371217,3.38002291904809,0.552728043109931,0.58044964769645,NA
"104414849","AT2G32150",42.64,197,40,3.57e-38,142,102.358720284213,-0.129070900619019,0.213196670921218,-0.60540767386895,0.544908153428563,0.72779941654978
"104414850","AT5G19530",43.373,166,27,3.45e-50,134,908.048450130587,-1.92840187987769,0.338562154790908,-5.69585776965724,1.22753180746537e-08,3.51659822772161e-07
"104414852","AT3G22400",69.767,258,77,0,392,3348.56065247001,-0.370284682254382,0.399130961519209,-0.92772728240618,0.353549052677833,0.565846926916403
"104414854","AT4G14950",80.198,101,20,2.3e-47,174,645.86295528947,-0.253829878422138,0.128802896150062,-1.97068455763924,0.0487599679515669,0.146000506754808
"104414855","AT3G22380",43.52,625,289,9.4e-49,192,2836.30697733772,0.244576416301281,0.292943224395165,0.834893576413157,0.403777631826087,0.611714657729438
"104414856","AT5G26340",73.95,238,60,7.47e-115,375,106.760992194984,0.779843901203853,0.483401647300928,1.61324212600042,0.106691914573666,0.256726566508034
"104414857","AT5G26330",48.413,126,54,1.68e-28,113,1250.22161567892,-1.70560070197244,0.215969994756425,-7.89739659852306,2.84789088395223e-15,3.55583119306921e-13
"104414861","AT4G19560",55.882,68,27,2.51e-10,66.2,3149.76155039887,0.172852151220115,0.145597038562387,1.1871955152855,0.23515050945142,0.438969971664435
"104414862","AT3G14470",32.357,649,411,2.4e-83,288,142.564113366735,0.0751980547808277,0.2401411648553,0.313141042795138,0.754173508323995,0.870470715718525
"104414863","AT5G26230",47.753,178,80,5.49e-16,76.6,4.57054379830484,1.48671162015134,1.01326773867035,1.46724460220381,0.142309527676918,0.314303817605091
"104414864","AT3G05980",48.571,210,99,4.93e-44,153,386.299353580895,0.65801002959895,0.293896601380068,2.23891677041889,0.0251613320851628,0.0892504009528065
"104414865","AT3G05990",59.677,186,69,3.35e-60,216,70.1446630736657,0.107544184856297,0.282973482334025,0.38005039896053,0.703908003970501,0.83969375893178
"104414866","AT5G13060",34.975,203,41,5.43e-43,100,1269.25564460668,-0.0226378655376375,0.116099878931005,-0.194986125274865,0.845403809576666,0.921492764934887
"104414867","AT1G47480",41.509,212,112,3.65e-50,177,466.344056278992,-1.35535056220155,0.274535305780009,-4.9368898413657,7.9378277102255e-07,1.43399246048107e-05
"104414868","AT1G47480",39.033,269,140,4.23e-47,172,851.3033380352,-1.61273286776725,0.298713432533924,-5.39892985088341,6.70395785644533e-08,1.61272193344565e-06
"104414869","AT5G19320",72.691,498,135,0,664,1027.62303521046,-0.277090358722593,0.129074133587364,-2.14675358277764,0.0318129044673341,0.106602130181598
"104414870","AT5G19300",49.524,105,16,1.12e-19,94.4,278.896875592518,0.358743093760619,0.212373778294494,1.68920615643593,0.0911799296128128,0.230176709054782
"104414871","AT5G19180",84.81,79,12,2.69e-47,151,1995.61037240894,0.0919505072994013,0.110457720807409,0.832449797327646,0.405155103884269,0.613208899453245
"104414872","AT5G19210",64.557,79,28,1.5e-30,117,144.827772051938,0.437513915107858,0.22657437052394,1.93099472855704,0.0534837043177287,0.15607064823554
"104414873","AT4G23160",40.816,294,163,2.01e-95,222,997.642838197012,0.319397496332905,0.256117771949967,1.24707275836875,0.212370820545492,0.411217993148472
"104414877","AT5G10730",80,30,6,1.34e-06,51.2,294.711522428808,0.576667341983693,0.168820675004023,3.41585734075493,0.000635815468568932,0.00461456813067853
"104414878","AT5G19160",76.866,134,31,6.36e-67,230,38.9919304170417,-1.58612807428794,0.629807895501507,-2.51843154971078,0.0117878793372237,0.0497836568867694
"104414880","AT1G08970",72.455,167,37,9.14e-71,237,2493.67968376991,0.413897895198687,0.138769972148572,2.98261856502756,0.00285793927742273,0.0159978834616772
"104414882","AT5G19140",56.067,239,25,3.7e-77,252,35353.1596712965,-0.130085858683116,0.184413923576675,-0.705401502013103,0.480560409547018,0.677277676385864
"104414883","AT3G06130",64.706,68,19,4.29e-16,82.4,12891.5903424901,-0.420294727037639,0.243065290764933,-1.72914333311416,0.0837834452827533,0.216967451358633
"104414885","AT1G03220",38.889,432,211,6.87e-90,287,11.5147606054062,2.2090299025621,0.821621979998759,2.68862074815165,0.00717478817737953,0.0336145700484595
"104414886","AT3G06110",51.515,66,31,1.18e-12,67.8,146.381490743121,-0.5741221206506,0.248298012011974,-2.31223003357318,0.02076501003108,0.0770881532768076
"104414887","AT3G23610",69.048,42,13,9.2e-14,70.5,637.966845402717,-0.265442831785604,0.232783747339537,-1.14029795816643,0.254162188193141,0.461961264182547
"104414889","AT3G06120",52.941,170,70,1.29e-38,143,3.91951420094334,0.91860806624375,1.537699817243,0.597391022579918,0.550246346073777,0.731724478121628
"104414890","AT3G06130",76.744,43,10,1.86e-13,73.6,3276.11366445608,-0.614146803024377,0.175165780147685,-3.50608893190543,0.000454743253282838,0.00347564424719204
"104414891","AT3G06140",60.588,170,58,3.65e-58,206,1189.44342905826,0.0846744466725238,0.162013183936557,0.52263923598762,0.601225330960698,0.770193152214027
"104414892","AT5G27690",62.963,27,10,0.000342,43.1,266.792320831702,1.8981447777766,0.424454112593483,4.4719669840837,7.7503395302867e-06,0.000106222774514963
"104414894","AT3G06130",50,46,23,2.44e-06,50.1,23.5961829150183,-0.159750245151189,0.466151079069743,-0.342700579970744,0.731823726363612,0.857476307375676
"104414895","AT3G06130",54.902,51,22,2.71e-08,55.8,833.67979795942,2.35888201366686,0.426341641531284,5.53284451688674,3.15078754640472e-08,8.26291105803424e-07
"104414896","AT3G06145",50.685,146,55,9.32e-42,141,670.719293002085,-1.53666392464414,0.181812454595009,-8.45191781865049,2.86556281699417e-17,5.65457703286304e-15
"104414897","AT3G14470",32.189,699,413,2.35e-79,278,32.1002740990643,0.652243973917716,0.528194272589282,1.23485620304121,0.216884025842651,0.417127811749916
"104414898","AT1G03260",74.419,43,11,1.45e-11,68.2,1484.41239715621,-0.642685579902069,0.140551967281989,-4.57258331085933,4.81747579159212e-06,6.98199958331517e-05
"104414899","AT3G05320",65.604,439,136,0,565,465.262456971726,-0.393712837629052,0.177111043503303,-2.2229717009245,0.0262177082574795,0.0921423952683468
"104414900","AT5G19060",68.085,141,44,3.19e-172,214,787.92024781439,-0.282122367772302,0.285774341661561,-0.987220777526684,0.323534418108559,0.536500077638839
"104414901","AT5G19040",57.843,306,118,4.31e-113,338,266.720901760682,-0.255096726887495,0.499360694809329,-0.510846627576283,0.609458456370738,0.775649410151068
"104414902","AT3G06170",55,140,29,1.41e-32,132,2047.31546503589,0.465349616927614,0.148807603318875,3.12718978431789,0.00176485960722897,0.0107961541120912
"104414903","AT2G48110",68.984,374,110,3.3e-129,442,2945.18335346905,-0.217075592002907,0.310114128248211,-0.699986141325244,0.483935959339534,0.680031119000198
"104414904","AT3G23600",56.25,48,21,1.87e-10,62.8,322.206484725467,-0.795981184443555,0.244555712470911,-3.25480511741566,0.0011347020003799,0.00748807788744618
"104414905","AT3G23600",58,50,21,2.96e-11,65.5,397.33613978557,-0.275761505222991,0.279001211567105,-0.988388199728895,0.322962564434997,0.53596472039464
"104414906","AT3G58470",69.811,53,16,4.95e-19,88.2,27.3270829393154,0.243595159605564,0.413616280088511,0.58893997004527,0.555901543718901,0.736521258365102
"104414907","AT3G23600",58,50,21,1.08e-10,63.5,33.9464943478692,-0.583134232381148,0.448821260680288,-1.29925715082498,0.193855694156916,0.387162571853624
"104414908","AT3G23600",58,50,21,4.47e-11,64.7,106.450818496368,0.841106424913808,0.48729914767585,1.7260576566272,0.0843370405718596,0.217972395205783
"104414909","AT3G23600",34.884,129,34,6.6e-13,70.1,137.976502685892,-0.330045950318419,0.266968920697565,-1.23627105902829,0.216357824996263,0.416537156699499
"104414910","AT3G23600",58,50,21,2.01e-11,65.9,273.068928630042,0.0628872975595129,0.313556584336817,0.20056124062112,0.84104166769,0.918725370814355
"104414911","AT5G18980",61.351,696,242,0,818,103.874486460492,0.38830254831382,0.382013563608609,1.01646272620743,0.309409088568007,0.522558394853485
"104414912","AT5G18980",58.295,880,292,0,923,13.5264914080456,-1.02371074251804,0.642547994297231,-1.59320510157018,0.111114187149478,0.264347030856081
"104414913","AT5G18980",58.295,880,292,0,923,51.1467929481966,-0.660712704555364,0.299489481492432,-2.20612991569142,0.0273749046330537,0.0950726226382164
"104414915","AT3G23600",52.381,63,27,5.71e-12,67.4,172.70791097364,-0.183215739318718,0.26395215887145,-0.694124799365432,0.487603947504403,0.682836312552623
"104414916","AT3G23600",50.794,63,28,1.79e-11,65.9,56.3525313493359,0.558312282903312,0.39966820964049,1.39693943485154,0.162431784674129,0.343483137030392
"104414917","AT5G18980",61.351,696,240,0,795,8.05985864706394,1.43289837309867,0.764309308524099,1.87476242552329,0.0608254145377829,0.171226211834314
"104414926","AT3G06210",56.061,198,87,2.94e-167,194,12.1091354729538,0.511499015833712,0.547482063614092,0.934275385127969,0.350161858120812,0.56279325871218
"104414929","AT5G18970",68.421,57,18,1.56e-17,80.9,423.172083367056,-0.784701173838813,0.436686830448821,-1.79694261224298,0.0723447307985667,0.19509017714774
"104414931","AT4G02690",66.667,66,22,2.4e-33,97.8,6499.6595965612,-0.290228996768344,0.150495743619982,-1.92848641288623,0.0537946526566762,0.156767273434482
"104414932","AT4G13110",55.702,228,83,1.38e-58,206,607.315995945661,-0.14224490257799,0.158361319370272,-0.898230092699597,0.369062893230355,0.580769127919593
"104414933","AT5G18930",62.178,349,117,4.45e-141,411,56.4118022586263,-1.75511643333122,0.453015756907896,-3.87429445128121,0.000106934056047497,0.00102634870528853
"104414934","AT3G06270",69.055,307,92,3.4e-141,437,350.633398758228,0.271228979952443,0.248283945156951,1.09241449253188,0.274650955779197,0.485291212910294
"104414935","AT3G06290",36.935,620,347,4.14e-108,379,1124.89916489255,0.498467606623186,0.244810284897827,2.03613833802458,0.0417364659535722,0.130309658654927
"104414936","AT4G03000",39.607,611,316,4.55e-85,293,835.18195319641,-0.275521422683732,0.114941246742703,-2.39706311260473,0.0165270767610097,0.0649799431576107
"104414937","AT4G15530",90,80,8,1.54e-58,157,164.878538884999,-1.49061240143786,0.461069636457698,-3.23294418797543,0.001225214970274,0.00796982849958316
"104414939","AT4G15520",85.075,67,10,5.46e-39,120,426.598948631412,0.653075683772553,0.286486399129255,2.2796044969587,0.0226311560127842,0.0822839789162151
"104414940","AT3G21550",63.158,171,59,3.23e-75,229,1053.1033308219,-0.984469597062886,0.252342962327853,-3.90131584404493,9.56712281041197e-05,0.000934135195377872
"104414941","AT3G21550",61.236,178,65,2.19e-69,214,773.296969278713,-0.565211902027497,0.2595789129916,-2.17741840241771,0.0294493638734644,0.100532561067193
"104414942","AT3G21550",58.046,174,70,1.02e-62,196,6447.88389010604,-0.92305350279993,0.424186260715022,-2.17605704919344,0.0295509950023028,0.100794146860266
"104414944","AT4G15545",42.553,94,22,2.4e-12,70.5,319.626149125703,0.466792821114555,0.261756709266761,1.78330795196099,0.0745361876717745,0.199248024225287
"104414945","AT5G18910",60.795,176,36,2.08e-73,209,454.10357651822,-0.505288390120255,0.526092553149427,-0.96045531740636,0.336826108919472,0.549777830951507
"104414946","AT3G14470",29.293,891,508,2.1e-83,292,15.5706530640393,-0.819837673004688,0.577593869684283,-1.4194016177021,0.155781961072571,0.334353334525683
"104414947","AT5G18900",60.897,156,26,8.06e-54,191,1827.28469550828,0.00120247853446444,0.162646915753744,0.00739318374954648,0.994101146568842,0.997281930954194
"104414948","AT5G39340",42.424,66,28,8.47e-08,51.2,0.820036541773044,-3.15860700611282,2.58522537068892,-1.22179174083809,0.221786392650442,NA
"104414949","AT5G39340",56.818,44,19,8.32e-10,58.5,153.940127732835,-1.36059811642578,0.468180124818096,-2.90614241036913,0.00365914870529129,0.0195816154306675
"104414950","AT5G18860",52.018,446,77,3.51e-130,433,223.698114187162,1.57799321309052,0.510154157591004,3.09316936774945,0.00198031081324297,0.0118491116471777
"104414951","AT5G18850",57.447,47,20,4.25e-08,50.8,817.622363175437,-0.129014450627017,0.165936316952945,-0.777493757822777,0.436867515832813,0.641323876899924
"104414952","AT5G18840",33.526,173,31,3.52e-32,71.6,40.3154012297104,2.48707338664922,0.782076484871317,3.18008971598019,0.00147229462461346,0.00927348431190686
"104414954","AT5G18800",79.31,58,12,7.46e-25,101,1077.63793791925,-0.61828076029758,0.206559565411444,-2.99323228660958,0.00276039566210567,0.0155567894534248
"104414955","AT5G18790",78.333,60,12,7.26e-26,93.6,683.901385376777,-0.136558792835068,0.219052355713798,-0.623407095486745,0.533017036414408,0.719202158157212
"104414956","AT4G15560",75.431,232,19,0,358,1157.35761109251,-0.30659660240822,0.176579348860283,-1.73631064100713,0.0825089227259011,0.214564259651597
"104414960","AT3G62450",71.429,35,10,3.44e-08,53.5,113.977726335365,-0.930269494251843,0.282727234887174,-3.29034270300517,0.00100065430538417,0.00673901269435098
"104414962","AT1G27170",37.709,358,217,1.89e-56,218,249.73858460799,0.0780639892010996,0.190933824039853,0.408853641274192,0.68264707173052,0.826391193643844
"104414963","AT3G62450",73.171,41,11,4.56e-13,65.5,54.2848842745598,0.510306507525436,0.336277311159139,1.51751691413977,0.129136226358133,0.293513172402239
"104414965","AT1G27170",35.294,306,190,5.34e-52,199,120.351868249827,0.485179349475505,0.325284326202607,1.49155465047924,0.135815934266536,0.303994132873253
"104414969","AT5G36930",36.164,365,228,2.35e-59,227,607.062015707189,0.36685895088606,0.212503392583583,1.72636750136478,0.084281318571591,0.217888249881187
"104414977","AT5G48870",92.857,42,3,9.11e-19,82.4,63.9070151324826,-0.207635127367552,0.273452213807645,-0.759310464071099,0.44766685938265,0.650828087683564
"104414979","AT5G44510",44.538,119,65,6.22e-19,91.7,154.338264554588,0.0924545586851213,0.284008075831013,0.325534963801988,0.744776225083655,0.865002285125559
"104414983","AT2G24840",74.419,43,11,6.41e-14,67.4,2.17598884696651,-1.19282646411101,1.42084065599179,-0.839521630438131,0.401176656298467,0.609410146825482
"104414984","AT5G18760",62.097,124,45,3.35e-32,130,1314.48218699911,-0.0889186614350201,0.106194689606878,-0.837317400372733,0.402414181050057,0.610630244117196
"104414985","AT5G18750",40.365,986,456,0,622,1123.6365344933,0.231744126938252,0.180144506432719,1.28643460479215,0.19829142789899,0.392934516323996
"104414986","AT2G36980",56.149,618,262,0,689,29.5287961247313,-0.499734234045565,0.3650461228693,-1.36896190025962,0.171011184711075,0.35540290201677
"104414987","AT3G05860",41.346,104,60,3.76e-24,100,0.826306517167365,-1.26309381768201,3.23274157262752,-0.390719081406618,0.696004892920018,NA
"104414988","AT5G18700",55.755,669,217,0,632,227.583761385225,-1.79051331520922,0.368022995382437,-4.86522129778489,1.14328812139115e-06,1.96356081615432e-05
"104414991","AT1G17615",52.113,142,66,2.21e-39,149,49.9588474833087,-0.0466637103772197,0.316411000613726,-0.147478154320515,0.882754621505917,0.941369181423754
"104414995","AT1G27170",34.177,237,149,1.08e-50,137,19.7992578821722,-0.424846078613371,0.501550783086789,-0.847064929295215,0.396958931711982,0.605846098757499
"104414997","AT3G31430",33.813,139,87,1.16e-16,82.4,2.40336928599517,0.340459158176565,1.21423282509849,0.280390342889098,0.779178045284468,0.885459549830337
"104414998","AT3G11820",63.804,163,58,1.07e-57,202,0.868576455198533,2.30266856220624,2.24081195900262,1.02760454885788,0.304135883584702,NA
"104415007","AT5G18630",51.064,47,23,5.74e-12,52,4.36019491504761,-0.789612565407369,1.0344336136305,-0.763328409868763,0.445267563052864,0.648928834532884
"104415012","AT5G18700",48.913,184,85,2.72e-48,130,235.738625079467,-0.0897864595730083,0.289426996269558,-0.310221440053179,0.756392567448619,0.871695612182123
"104415024","AT5G18700",43.83,235,108,3.89e-46,137,161.963241363555,0.148903494961794,0.221182621692697,0.673215164113006,0.500810415279929,0.693282392973363
"104415025","AT5G18700",48.913,184,85,3.57e-47,130,221.687477865897,0.0705089808165803,0.202535759676733,0.348131021055836,0.727741788307495,0.854858787047744
"104415026","AT2G35930",57.979,376,143,1.35e-131,388,2.43678500921927,0.264596657145739,1.45070590232818,0.182391659619706,0.855275370687278,0.926989068947709
"104415031","AT5G51280",77.517,298,67,1.29e-145,470,1175.41365816414,-0.899949780972499,0.213038422917487,-4.22435431434386,2.39626802668708e-05,0.00028363209386349
"104415032","AT1G08820",44.068,59,32,4.9e-11,44.7,274.584806834972,-1.24331284267196,0.199023504906085,-6.24706535672082,4.18236088659733e-10,1.68596942140005e-08
"104415033","AT3G06370",47.773,247,22,3.05e-68,196,966.829452104176,-0.250618485834194,0.192638280103239,-1.30097966873397,0.193265414043403,0.386448657417569
"104415035","AT2G47900",79.245,159,32,2.29e-71,245,1998.87931228391,0.511849405658466,0.204080019724458,2.50808190997604,0.0121388524679626,0.050894486092318
"104415036","AT5G18670",61.745,298,107,1.77e-143,327,5473.5051193687,1.4613769277453,0.29847811249106,4.89609410736631,9.77602633411631e-07,1.71448049158542e-05
"104415037","AT1G54610",78.814,118,24,5.36e-100,199,1848.80772163845,-0.570009360929567,0.18866899463594,-3.02121375072501,0.00251763562405162,0.0144338503104632
"104415038","AT4G15563",52.5,80,38,1.58e-19,88.2,134.81261513873,1.00631486146542,0.239692599553226,4.19835599155392,2.6885974387774e-05,0.000313475166852193
"104415039","AT3G06390",48.837,43,22,0.00046,42.7,87.0163049870452,4.21048968603681,1.32261013170892,3.18347000759514,NA,NA
"104415041","AT5G18660",77.608,393,86,0,613,278.649815480054,-0.409443372101734,0.196881611341413,-2.07964252888868,0.0375583330816009,0.120571222172539
"104415043","AT4G15640",72.549,51,14,6.44e-27,84.7,783.778390770382,0.365894015044236,0.158160236447065,2.3134387205263,0.0206985302823483,0.0769121842911909
"104415044","AT5G18640",69.643,56,16,4.09e-30,83.2,90.8920193511305,0.0916651435395553,0.293252151736337,0.312581316102231,0.754598774892787,0.870712256386206
"104415048","AT5G18640",64.444,45,15,3.44e-13,58.9,87.2882874071684,-0.255621897565131,0.258097149876556,-0.990409610053392,0.321973950126276,0.535194446551794
"104415053","AT3G11840",42.857,448,205,6.65e-116,346,1.5779118812375,0.777532405604242,1.7050637170848,0.456013694862743,0.648380130314753,NA
"104415055","AT5G36930",37.726,387,233,1.39e-54,208,170.765123289556,-0.00154631482408151,0.172970372607623,-0.00893976697147591,0.992867192964727,0.99662764885245
"104415058","AT2G14080",29.008,131,78,4.54e-05,48.9,1.03367150656354,1.68137166357935,3.0841278332936,0.545169251880126,0.585637116970616,NA
"104415061","AT3G11840",43.177,447,202,1.42e-115,346,2.18697333270123,-2.72556690591235,2.00352323488919,-1.36038697153571,0.173707499134747,0.359123614226997
"104415066","AT3G57380",56.071,280,98,2.28e-105,312,6.18241401174484,0.128794554226207,0.825200249349498,0.15607672722801,0.875972542517435,0.937568009739561
"104415067","AT5G36930",36.842,380,220,1.68e-61,237,724.630837114377,-0.147604040596419,0.240795709114443,-0.612984513466839,0.539886579702066,0.724280664925021
"104415073","AT3G11670",74.691,162,40,7.67e-114,253,2083.32556866647,0.159651286945477,0.15422998899316,1.03515073811331,0.300598520429053,0.513749717787913
"104415076","AT4G16860",45.588,68,31,5.25e-11,67.8,24.3404829255875,0.685588210954345,0.39464358478931,1.73723389250167,0.0823458948118161,0.214258779142446
"104415079","AT5G06360",93.103,58,4,1.87e-42,116,14.6086342790226,-1.50522527939149,0.492051624844653,-3.05907998955741,0.00222017861663519,0.0130166216921279
"104415080","AT1G27180",29.67,273,132,7.22e-19,93.2,2.27370174743218,-1.98810914213639,1.19452127949753,-1.6643564047454,0.0960412266645703,0.238873046668656
"104415084","AT1G27170",37.304,319,181,4.76e-57,200,394.795631021828,0.135766185325241,0.15412579037322,0.880879085819958,0.378383268416645,0.589426335712344
"104415085","AT3G06400",72.464,138,7,5.37e-94,202,3618.44010155188,0.228647753797558,0.14344292692445,1.59399810572734,0.110936459180692,0.264065274686702
"104415087","AT5G18630",54.464,112,20,2.48e-30,123,1149.51212688283,0.0317540949625711,0.16297619129549,0.194838857812048,0.845519101066458,0.921547238080081
"104415089","AT5G18610",72.222,378,52,2.66e-154,490,1976.29167292361,-0.261616082631758,0.156118167745719,-1.67575680914902,0.0937858372906067,0.23488495222032
"104415090","AT3G01610",63.462,208,66,1.05e-62,232,683.178240041439,0.463927775696994,0.151548105367711,3.06125751009117,0.00220409443873161,0.0129438370181329
"104415091","AT3G21460",76.699,103,24,2.95e-53,168,422.290489914189,0.87403756654841,0.195079696774347,4.48041278001076,7.44988192991033e-06,0.000102509254252787
"104415092","AT5G18600",76.699,103,24,6.11e-51,162,88.330140830211,0.63649429156251,0.497289563867977,1.27992690337554,0.200570844818704,0.395888199199604
"104415093","AT4G15680",68.889,90,28,6.15e-42,138,81.9129169720644,0.440015925458229,0.275501012970211,1.59714812194105,0.110232693553579,0.262711856975409
"104415094","AT1G75700",32.394,71,48,4.2e-12,43.1,25.9808888341277,-0.982050849676042,0.740828638964724,-1.32561134657053,0.184968465895553,0.375121472663556
"104415095","AT5G18590",55.833,120,15,1.03e-49,129,2103.49240280377,-0.358440753864899,0.203316291917109,-1.76297113470392,0.0779053581826276,0.205817189139349
"104415098","AT4G11650",70.044,227,61,1.34e-108,316,1295.75671021855,6.85720973004864,0.418527711833564,16.3841235267488,2.48322571602226e-60,1.16786105424527e-56
"104415099","AT5G18580",65.441,136,10,2.64e-52,167,3305.66215465624,-0.134002306434984,0.140478090566323,-0.953901821236095,0.340133341509918,0.552977293605245
"104415100","AT3G04490",56.41,78,33,1.17e-16,88.2,8.16783407601458,0.293769804812137,0.877192605971399,0.334897721221461,0.73770224114812,0.860647531348148
"104415106","AT5G18550",45.355,183,56,4.65e-30,128,1655.53365672818,-0.272242493827199,0.137339701302598,-1.98225634135735,0.0474505577063218,0.143419005715187
"104415107","AT5G07900",38.855,332,200,1.77e-75,253,89.2011232129828,0.554135794412178,0.2854773945966,1.9410846704525,0.0522480081350773,0.153368801992678
"104415109","AT5G07900",38.393,336,205,4.51e-72,246,149.548902793698,-0.032867534653777,0.225291244223883,-0.145889090217438,0.884008944186813,0.941760127998743
"104415112","AT5G07900",35.714,336,216,7.25e-66,229,153.428145344506,0.496934119532962,0.231432556189802,2.14720922464088,0.0317766286540689,0.10651852071282
"104415114","AT5G07900",38.855,332,201,1.91e-70,242,330.968677072918,0.105180151821167,0.201264596435298,0.522596391437278,0.60125515224613,0.770193152214027
"104415115","AT1G09020",54.962,131,33,3.26e-33,137,1483.25580665141,0.00310945208055645,0.13137647579515,0.023668256145072,0.981117226835803,0.991269501480637
"104415116","AT3G62900",71.93,57,16,2.38e-18,94,937.624988490649,0.282398607158349,0.251761464577792,1.12169115170956,0.261993779995822,0.470756757623874
"104415118","AT3G21420",65.753,219,47,5.08e-125,293,36.0743315354379,2.32655846411966,0.887047072287318,2.62281285492601,0.00872071602690288,0.0393349203713346
"104415119","AT4G13420",39.583,336,168,1.03e-92,256,9.79573509993502,1.26192753946301,0.673869906131319,1.8726575084911,0.06111569452238,0.171919491011958
"104415121","AT4G02570",79.71,69,14,8.35e-61,123,3661.17190959711,0.249770284912771,0.101008807607722,2.47275748351351,0.0134075091975736,0.0551505968713019
"104415122","AT2G47820",48.496,266,119,2.23e-58,219,401.856743343021,0.187868761785169,0.250031037430107,0.751381763304826,0.452422934776965,0.654724363994892
"104415123","AT3G21400",62.222,90,34,1.96e-31,122,136.897058966231,-0.153950727063322,0.204080565358203,-0.754362507733685,0.450631577946725,0.653226873811204
"104415124","AT5G48970",58.333,72,30,1.27e-19,91.3,272.712073835248,-0.0112020006722038,0.162606627327948,-0.0688901852051292,0.945077031031037,0.974286996260185
"104415126","AT1G09070",52.344,128,50,1.13e-25,112,11.6146405836743,-0.576705108219256,0.830241173797738,-0.694623594227756,0.487291222009366,0.682628242408853
"104415127","AT3G21390",71.831,71,20,1.09e-26,113,244.869096098783,0.0543061345313943,0.220539581245612,0.246242122274252,0.80549481032136,0.900229331387036
"104415128","AT3G16510",50,128,63,1.24e-28,115,205.928468876361,-0.128346302776899,0.379309703100051,-0.338368097963065,0.735085811905694,0.859015672354945
"104415130","AT4G15780",80.328,61,11,3.14e-27,109,20.254330454981,0.0279487349970939,0.493068417606134,0.0566832796405539,0.954797493512722,0.978835721593798
"104415132","AT4G15780",72.131,61,16,1.56e-23,99,3.19346544922112,2.42343544716911,1.17386403568097,2.06449416074261,0.0389708869737628,0.123865790563825
"104415135","AT1G05250",44.444,261,136,7.84e-65,218,4.61525260852941,3.62406200730316,1.49884968421079,2.41789556716716,0.0156105563404406,0.0621558739684708
"104415138","AT1G05250",44.444,261,136,7.32e-65,219,3.85048043771727,1.34886523374216,1.5303969063934,0.881382619180113,0.378110761819952,0.589281424778273
"104415139","AT5G49030",80.208,96,19,1.87e-85,170,1073.36286919087,0.112675993201876,0.16764181894351,0.672123423093164,0.501505126047895,0.694047572502401
"104415140","AT3G16630",93.671,79,5,2.56e-65,158,5305.2305985379,-0.578879840604768,0.140113542509108,-4.13150527949244,3.60395412610238e-05,0.000403717258953382
"104415141","AT3G07560",61.538,78,28,4.97e-18,87,2880.46184107933,0.0734879394282212,0.210319649500826,0.349410716510027,0.726780989115152,0.854228005283713
"104415142","AT4G15830",51.923,156,38,9.15e-44,126,369.753073052365,-1.81199556316278,0.232720836080075,-7.78613378021427,6.90907938447022e-15,8.05621496161077e-13
"104415145","AT5G54160",63.462,104,38,4.12e-44,153,153.726571430533,1.72252636764158,0.507461430887868,3.39439859424943,0.00068779506577535,0.00493363821057543
"104415146","AT5G54160",58.333,120,46,1.68e-45,156,1.78338117088666,0.554075927861085,1.55709956267737,0.355838471181877,0.721961536436739,NA
"104415147","AT3G16640",54.472,123,26,1e-34,130,83917.5998977359,0.324641270824941,0.206392068177489,1.57293482105021,0.115733911226554,0.272329845479561
"104415152","AT1G50650",31.081,148,97,3.39e-14,69.7,0.613092556423191,-2.75628568637155,2.74985157937013,-1.002339801555,0.316179505616904,NA
"104415153","AT3G16650",87.931,58,7,3.31e-33,108,3392.8756962361,0.446140082898643,0.156778256808723,2.84567574598661,0.0044317296779409,0.0228323886376903
"104415154","AT3G62830",61.326,181,50,1.02e-55,201,26.460291201556,2.50360516515973,0.562204542255989,4.45319270298561,8.46027597328274e-06,0.000114554734843614
"104415156","AT1G04170",86.869,99,13,1.01e-84,179,1796.36029502442,0.136474923408709,0.183001313757845,0.745759254981627,0.455812857243392,0.657304129481503
"104415157","AT3G05560",78.689,61,13,3.23e-25,101,3373.88948545279,-0.140375778114794,0.256495155597534,-0.547284325069506,0.584183411082094,0.757488983744607
